N	nu_0	J	eta_n	phi_pack	ftype	n_steps	dt	n_save	update_nn	fanisotropy	max_dist	date_string	filename
100	0.05	0.01	0.5	1	2	10000	0.005	50	 	1	3	2015,08,08,19,44,01	sphere_data_analysis_2015-08-08_19-44-01.p
100	0.05	0.01	0.5	1	2	10000	0.005	50	 	1	3	2015,08,08,19,47,11	sphere_data_analysis_2015-08-08_19-47-11.p
100	0.05	0.01	0.5	1	2	10000	0.005	50	 	1	3	2015,08,08,19,50,21	sphere_data_analysis_2015-08-08_19-50-21.p
100	0.05	0.01	0.5	1	2	10000	0.005	50	 	2	0	2015,08,08,19,53,31	sphere_data_analysis_2015-08-08_19-53-31.p
100	0.05	0.01	0.5	1	2	10000	0.005	50	 	2	0	2015,08,08,19,56,40	sphere_data_analysis_2015-08-08_19-56-40.p
100	0.05	0.01	0.5	1	2	10000	0.005	50	 	2	0	2015,08,08,19,59,50	sphere_data_analysis_2015-08-08_19-59-50.p
100	0.05	0.01	0.5	1	2	10000	0.005	50	 	2	2.5	2015,08,08,20,03,00	sphere_data_analysis_2015-08-08_20-03-00.p
100	0.05	0.01	0.5	1	2	10000	0.005	50	 	2	2.5	2015,08,08,20,06,09	sphere_data_analysis_2015-08-08_20-06-09.p
100	0.05	0.01	0.5	1	2	10000	0.005	50	 	2	2.5	2015,08,08,20,09,20	sphere_data_analysis_2015-08-08_20-09-20.p
100	0.05	0.01	0.5	1	2	10000	0.005	50	 	2	3	2015,08,08,20,12,29	sphere_data_analysis_2015-08-08_20-12-29.p
100	0.05	0.01	0.5	1	2	10000	0.005	50	 	2	3	2015,08,08,20,15,39	sphere_data_analysis_2015-08-08_20-15-39.p
100	0.05	0.01	0.5	1	2	10000	0.005	50	 	2	3	2015,08,08,20,18,49	sphere_data_analysis_2015-08-08_20-18-49.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	0.5	0	2015,08,08,20,21,58	sphere_data_analysis_2015-08-08_20-21-58.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	0.5	0	2015,08,08,20,25,07	sphere_data_analysis_2015-08-08_20-25-07.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	0.5	0	2015,08,08,20,28,16	sphere_data_analysis_2015-08-08_20-28-16.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,20,31,26	sphere_data_analysis_2015-08-08_20-31-26.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,20,34,34	sphere_data_analysis_2015-08-08_20-34-34.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,20,37,45	sphere_data_analysis_2015-08-08_20-37-45.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	0.5	3	2015,08,08,20,40,52	sphere_data_analysis_2015-08-08_20-40-52.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	0.5	3	2015,08,08,20,44,02	sphere_data_analysis_2015-08-08_20-44-02.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	0.5	3	2015,08,08,20,47,10	sphere_data_analysis_2015-08-08_20-47-10.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	1	0	2015,08,08,20,50,20	sphere_data_analysis_2015-08-08_20-50-20.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	1	0	2015,08,08,20,53,30	sphere_data_analysis_2015-08-08_20-53-30.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	1	0	2015,08,08,20,56,39	sphere_data_analysis_2015-08-08_20-56-39.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	1	2.5	2015,08,08,20,59,48	sphere_data_analysis_2015-08-08_20-59-48.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	1	2.5	2015,08,08,21,02,58	sphere_data_analysis_2015-08-08_21-02-58.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	1	2.5	2015,08,08,21,06,08	sphere_data_analysis_2015-08-08_21-06-08.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	1	3	2015,08,08,21,09,16	sphere_data_analysis_2015-08-08_21-09-16.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	1	3	2015,08,08,21,12,27	sphere_data_analysis_2015-08-08_21-12-27.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	1	3	2015,08,08,21,15,36	sphere_data_analysis_2015-08-08_21-15-36.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	2	0	2015,08,08,21,18,45	sphere_data_analysis_2015-08-08_21-18-45.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	2	0	2015,08,08,21,21,55	sphere_data_analysis_2015-08-08_21-21-55.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	2	0	2015,08,08,21,25,05	sphere_data_analysis_2015-08-08_21-25-05.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	2	2.5	2015,08,08,21,28,14	sphere_data_analysis_2015-08-08_21-28-14.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	2	2.5	2015,08,08,21,31,22	sphere_data_analysis_2015-08-08_21-31-22.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	2	2.5	2015,08,08,21,34,30	sphere_data_analysis_2015-08-08_21-34-30.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	2	3	2015,08,08,21,37,41	sphere_data_analysis_2015-08-08_21-37-41.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	2	3	2015,08,08,21,40,50	sphere_data_analysis_2015-08-08_21-40-50.p
100	0.05	0.01	1	1	2	10000	0.005	50	 	2	3	2015,08,08,21,43,59	sphere_data_analysis_2015-08-08_21-43-59.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	0.5	0	2015,08,08,21,47,09	sphere_data_analysis_2015-08-08_21-47-09.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	0.5	0	2015,08,08,21,50,13	sphere_data_analysis_2015-08-08_21-50-13.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	0.5	0	2015,08,08,21,53,23	sphere_data_analysis_2015-08-08_21-53-23.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,21,56,33	sphere_data_analysis_2015-08-08_21-56-33.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,21,59,36	sphere_data_analysis_2015-08-08_21-59-36.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,22,02,46	sphere_data_analysis_2015-08-08_22-02-46.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	0.5	3	2015,08,08,22,05,46	sphere_data_analysis_2015-08-08_22-05-46.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	0.5	3	2015,08,08,22,08,51	sphere_data_analysis_2015-08-08_22-08-51.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	0.5	3	2015,08,08,22,11,39	sphere_data_analysis_2015-08-08_22-11-39.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	1	0	2015,08,08,22,14,48	sphere_data_analysis_2015-08-08_22-14-48.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	1	0	2015,08,08,22,17,56	sphere_data_analysis_2015-08-08_22-17-56.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	1	0	2015,08,08,22,21,05	sphere_data_analysis_2015-08-08_22-21-05.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	1	2.5	2015,08,08,22,24,15	sphere_data_analysis_2015-08-08_22-24-15.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	1	2.5	2015,08,08,22,27,21	sphere_data_analysis_2015-08-08_22-27-21.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	1	2.5	2015,08,08,22,30,28	sphere_data_analysis_2015-08-08_22-30-28.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	1	3	2015,08,08,22,33,37	sphere_data_analysis_2015-08-08_22-33-37.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	1	3	2015,08,08,22,36,43	sphere_data_analysis_2015-08-08_22-36-43.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	1	3	2015,08,08,22,39,53	sphere_data_analysis_2015-08-08_22-39-53.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	2	0	2015,08,08,22,43,01	sphere_data_analysis_2015-08-08_22-43-01.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	2	0	2015,08,08,22,46,08	sphere_data_analysis_2015-08-08_22-46-08.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	2	0	2015,08,08,22,49,19	sphere_data_analysis_2015-08-08_22-49-19.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	2	2.5	2015,08,08,22,52,20	sphere_data_analysis_2015-08-08_22-52-20.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	2	2.5	2015,08,08,22,55,27	sphere_data_analysis_2015-08-08_22-55-27.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	2	2.5	2015,08,08,22,58,31	sphere_data_analysis_2015-08-08_22-58-31.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	2	3	2015,08,08,23,01,33	sphere_data_analysis_2015-08-08_23-01-33.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	2	3	2015,08,08,23,04,41	sphere_data_analysis_2015-08-08_23-04-41.p
100	0.05	0.01	2	1	2	10000	0.005	50	 	2	3	2015,08,08,23,07,42	sphere_data_analysis_2015-08-08_23-07-42.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	0.5	0	2015,08,08,23,10,46	sphere_data_analysis_2015-08-08_23-10-46.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	0.5	0	2015,08,08,23,13,56	sphere_data_analysis_2015-08-08_23-13-56.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	0.5	0	2015,08,08,23,17,06	sphere_data_analysis_2015-08-08_23-17-06.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,23,20,15	sphere_data_analysis_2015-08-08_23-20-15.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,23,23,25	sphere_data_analysis_2015-08-08_23-23-25.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	0.5	2.5	2015,08,08,23,26,35	sphere_data_analysis_2015-08-08_23-26-35.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	0.5	3	2015,08,08,23,29,46	sphere_data_analysis_2015-08-08_23-29-46.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	0.5	3	2015,08,08,23,32,56	sphere_data_analysis_2015-08-08_23-32-56.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	0.5	3	2015,08,08,23,36,06	sphere_data_analysis_2015-08-08_23-36-06.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	1	0	2015,08,08,23,39,17	sphere_data_analysis_2015-08-08_23-39-17.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	1	0	2015,08,08,23,42,27	sphere_data_analysis_2015-08-08_23-42-27.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	1	0	2015,08,08,23,45,38	sphere_data_analysis_2015-08-08_23-45-38.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	1	2.5	2015,08,08,23,48,48	sphere_data_analysis_2015-08-08_23-48-48.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	1	2.5	2015,08,08,23,51,58	sphere_data_analysis_2015-08-08_23-51-58.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	1	2.5	2015,08,08,23,55,08	sphere_data_analysis_2015-08-08_23-55-08.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	1	3	2015,08,08,23,58,18	sphere_data_analysis_2015-08-08_23-58-18.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	1	3	2015,08,09,00,01,29	sphere_data_analysis_2015-08-09_00-01-29.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	1	3	2015,08,09,00,04,39	sphere_data_analysis_2015-08-09_00-04-39.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	2	0	2015,08,09,00,07,49	sphere_data_analysis_2015-08-09_00-07-49.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	2	0	2015,08,09,00,10,59	sphere_data_analysis_2015-08-09_00-10-59.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	2	0	2015,08,09,00,14,08	sphere_data_analysis_2015-08-09_00-14-08.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	2	2.5	2015,08,09,00,17,18	sphere_data_analysis_2015-08-09_00-17-18.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	2	2.5	2015,08,09,00,20,29	sphere_data_analysis_2015-08-09_00-20-29.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	2	2.5	2015,08,09,00,23,39	sphere_data_analysis_2015-08-09_00-23-39.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	2	3	2015,08,09,00,26,50	sphere_data_analysis_2015-08-09_00-26-50.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	2	3	2015,08,09,00,29,58	sphere_data_analysis_2015-08-09_00-29-58.p
100	0.05	0.05	0.5	1	2	10000	0.005	50	 	2	3	2015,08,09,00,33,09	sphere_data_analysis_2015-08-09_00-33-09.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	0.5	0	2015,08,09,00,36,18	sphere_data_analysis_2015-08-09_00-36-18.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	0.5	0	2015,08,09,00,39,25	sphere_data_analysis_2015-08-09_00-39-25.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	0.5	0	2015,08,09,00,42,33	sphere_data_analysis_2015-08-09_00-42-33.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,00,45,42	sphere_data_analysis_2015-08-09_00-45-42.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,00,48,52	sphere_data_analysis_2015-08-09_00-48-52.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,00,52,01	sphere_data_analysis_2015-08-09_00-52-01.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	0.5	3	2015,08,09,00,55,11	sphere_data_analysis_2015-08-09_00-55-11.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	0.5	3	2015,08,09,00,58,20	sphere_data_analysis_2015-08-09_00-58-20.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	0.5	3	2015,08,09,01,01,40	sphere_data_analysis_2015-08-09_01-01-40.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	1	0	2015,08,09,01,04,50	sphere_data_analysis_2015-08-09_01-04-50.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	1	0	2015,08,09,01,07,59	sphere_data_analysis_2015-08-09_01-07-59.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	1	0	2015,08,09,01,11,08	sphere_data_analysis_2015-08-09_01-11-08.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	1	2.5	2015,08,09,01,14,16	sphere_data_analysis_2015-08-09_01-14-16.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	1	2.5	2015,08,09,01,17,24	sphere_data_analysis_2015-08-09_01-17-24.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	1	2.5	2015,08,09,01,20,32	sphere_data_analysis_2015-08-09_01-20-32.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	1	3	2015,08,09,01,23,40	sphere_data_analysis_2015-08-09_01-23-40.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	1	3	2015,08,09,01,26,49	sphere_data_analysis_2015-08-09_01-26-49.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	1	3	2015,08,09,01,29,58	sphere_data_analysis_2015-08-09_01-29-58.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	2	0	2015,08,09,01,33,07	sphere_data_analysis_2015-08-09_01-33-07.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	2	0	2015,08,09,01,36,16	sphere_data_analysis_2015-08-09_01-36-16.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	2	0	2015,08,09,01,39,25	sphere_data_analysis_2015-08-09_01-39-25.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	2	2.5	2015,08,09,01,42,34	sphere_data_analysis_2015-08-09_01-42-34.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	2	2.5	2015,08,09,01,45,43	sphere_data_analysis_2015-08-09_01-45-43.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	2	2.5	2015,08,09,01,48,51	sphere_data_analysis_2015-08-09_01-48-51.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	2	3	2015,08,09,01,51,59	sphere_data_analysis_2015-08-09_01-51-59.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	2	3	2015,08,09,01,55,08	sphere_data_analysis_2015-08-09_01-55-08.p
100	0.05	0.05	1	1	2	10000	0.005	50	 	2	3	2015,08,09,01,58,15	sphere_data_analysis_2015-08-09_01-58-15.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	0.5	0	2015,08,09,02,01,23	sphere_data_analysis_2015-08-09_02-01-23.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	0.5	0	2015,08,09,02,04,24	sphere_data_analysis_2015-08-09_02-04-24.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	0.5	0	2015,08,09,02,07,19	sphere_data_analysis_2015-08-09_02-07-19.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,02,10,26	sphere_data_analysis_2015-08-09_02-10-26.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,02,13,35	sphere_data_analysis_2015-08-09_02-13-35.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,02,16,34	sphere_data_analysis_2015-08-09_02-16-34.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	0.5	3	2015,08,09,02,19,41	sphere_data_analysis_2015-08-09_02-19-41.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	0.5	3	2015,08,09,02,22,48	sphere_data_analysis_2015-08-09_02-22-48.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	0.5	3	2015,08,09,02,25,57	sphere_data_analysis_2015-08-09_02-25-57.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	1	0	2015,08,09,02,28,52	sphere_data_analysis_2015-08-09_02-28-52.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	1	0	2015,08,09,02,31,58	sphere_data_analysis_2015-08-09_02-31-58.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	1	0	2015,08,09,02,35,02	sphere_data_analysis_2015-08-09_02-35-02.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	1	2.5	2015,08,09,02,38,12	sphere_data_analysis_2015-08-09_02-38-12.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	1	2.5	2015,08,09,02,41,19	sphere_data_analysis_2015-08-09_02-41-19.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	1	2.5	2015,08,09,02,44,22	sphere_data_analysis_2015-08-09_02-44-22.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	1	3	2015,08,09,02,47,28	sphere_data_analysis_2015-08-09_02-47-28.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	1	3	2015,08,09,02,50,13	sphere_data_analysis_2015-08-09_02-50-13.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	1	3	2015,08,09,02,53,11	sphere_data_analysis_2015-08-09_02-53-11.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	2	0	2015,08,09,02,55,56	sphere_data_analysis_2015-08-09_02-55-56.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	2	0	2015,08,09,02,58,43	sphere_data_analysis_2015-08-09_02-58-43.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	2	0	2015,08,09,03,01,49	sphere_data_analysis_2015-08-09_03-01-49.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	2	2.5	2015,08,09,03,04,57	sphere_data_analysis_2015-08-09_03-04-57.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	2	2.5	2015,08,09,03,08,04	sphere_data_analysis_2015-08-09_03-08-04.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	2	2.5	2015,08,09,03,11,09	sphere_data_analysis_2015-08-09_03-11-09.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	2	3	2015,08,09,03,14,17	sphere_data_analysis_2015-08-09_03-14-17.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	2	3	2015,08,09,03,17,21	sphere_data_analysis_2015-08-09_03-17-21.p
100	0.05	0.05	2	1	2	10000	0.005	50	 	2	3	2015,08,09,03,20,23	sphere_data_analysis_2015-08-09_03-20-23.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	0.5	0	2015,08,09,03,23,29	sphere_data_analysis_2015-08-09_03-23-29.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	0.5	0	2015,08,09,03,26,33	sphere_data_analysis_2015-08-09_03-26-33.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	0.5	0	2015,08,09,03,29,20	sphere_data_analysis_2015-08-09_03-29-20.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,03,32,24	sphere_data_analysis_2015-08-09_03-32-24.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,03,35,33	sphere_data_analysis_2015-08-09_03-35-33.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,03,38,42	sphere_data_analysis_2015-08-09_03-38-42.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	0.5	3	2015,08,09,03,41,51	sphere_data_analysis_2015-08-09_03-41-51.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	0.5	3	2015,08,09,03,44,59	sphere_data_analysis_2015-08-09_03-44-59.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	0.5	3	2015,08,09,03,48,08	sphere_data_analysis_2015-08-09_03-48-08.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	1	0	2015,08,09,03,51,16	sphere_data_analysis_2015-08-09_03-51-16.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	1	0	2015,08,09,03,54,25	sphere_data_analysis_2015-08-09_03-54-25.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	1	0	2015,08,09,03,57,34	sphere_data_analysis_2015-08-09_03-57-34.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	1	2.5	2015,08,09,04,00,44	sphere_data_analysis_2015-08-09_04-00-44.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	1	2.5	2015,08,09,04,03,53	sphere_data_analysis_2015-08-09_04-03-53.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	1	2.5	2015,08,09,04,07,01	sphere_data_analysis_2015-08-09_04-07-01.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	1	3	2015,08,09,04,10,17	sphere_data_analysis_2015-08-09_04-10-17.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	1	3	2015,08,09,04,13,31	sphere_data_analysis_2015-08-09_04-13-31.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	1	3	2015,08,09,04,16,39	sphere_data_analysis_2015-08-09_04-16-39.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	2	0	2015,08,09,04,19,49	sphere_data_analysis_2015-08-09_04-19-49.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	2	0	2015,08,09,04,22,59	sphere_data_analysis_2015-08-09_04-22-59.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	2	0	2015,08,09,04,26,10	sphere_data_analysis_2015-08-09_04-26-10.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	2	2.5	2015,08,09,04,29,19	sphere_data_analysis_2015-08-09_04-29-19.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	2	2.5	2015,08,09,04,32,29	sphere_data_analysis_2015-08-09_04-32-29.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	2	2.5	2015,08,09,04,35,39	sphere_data_analysis_2015-08-09_04-35-39.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	2	3	2015,08,09,04,38,49	sphere_data_analysis_2015-08-09_04-38-49.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	2	3	2015,08,09,04,41,58	sphere_data_analysis_2015-08-09_04-41-58.p
100	0.05	0.1	0.5	1	2	10000	0.005	50	 	2	3	2015,08,09,04,45,09	sphere_data_analysis_2015-08-09_04-45-09.p
100	0.05	0.1	1	1	2	10000	0.005	50	 	0.5	0	2015,08,09,04,48,21	sphere_data_analysis_2015-08-09_04-48-21.p
100	0.05	0.1	1	1	2	10000	0.005	50	 	0.5	0	2015,08,09,04,51,31	sphere_data_analysis_2015-08-09_04-51-31.p
100	0.05	0.1	1	1	2	10000	0.005	50	 	0.5	0	2015,08,09,04,54,40	sphere_data_analysis_2015-08-09_04-54-40.p
100	0.05	0.1	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,04,57,48	sphere_data_analysis_2015-08-09_04-57-48.p
100	0.05	0.1	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,05,00,56	sphere_data_analysis_2015-08-09_05-00-56.p
100	0.05	0.1	1	1	2	10000	0.005	50	 	0.5	2.5	2015,08,09,05,04,07	sphere_data_analysis_2015-08-09_05-04-07.p
100	0.05	0.1	1	1	2	10000	0.005	50	 	0.5	3	2015,08,09,05,07,18	sphere_data_analysis_2015-08-09_05-07-18.p
100	0.05	0.1	1	1	2	10000	0.005	50	 	0.5	3	2015,08,09,05,10,28	sphere_data_analysis_2015-08-09_05-10-28.p
100	0.05	0.1	1	1	2	10000	0.005	50	 	0.5	3	2015,08,09,05,13,36	sphere_data_analysis_2015-08-09_05-13-36.p
100	0.05	0.1	1	1	2	10000	0.005	50	 	1	0	2015,08,09,05,16,26	sphere_data_analysis_2015-08-09_05-16-26.p
100	0.05	0.1	1	1	2	10000	0.005	50	 	1	0	2015,08,09,05,19,15	sphere_data_analysis_2015-08-09_05-19-15.p
100	0.05	0.1	1	1	2	10000	0.005	50	 	1	0	2015,08,09,05,22,24	sphere_data_analysis_2015-08-09_05-22-24.p
100	0.05	0.1	1	1	2	10000	0.005	50	 	1	2.5	2015,08,09,05,25,34	sphere_data_analysis_2015-08-09_05-25-34.p
100	0.05	0.1	1	1	2	10000	0.005	50	 	1	2.5	2015,08,09,05,28,43	sphere_data_analysis_2015-08-09_05-28-43.p
100	0.05	0.1	1	1	2	10000	0.005	50	 	1	2.5	2015,08,09,05,31,53	sphere_data_analysis_2015-08-09_05-31-53.p
100	0.05	0.1	1	1	2	10000	0.005	50	 	1	3	2015,08,09,05,35,02	sphere_data_analysis_2015-08-09_05-35-02.p
100	0.05	0.1	1	1	2	10000	0.005	50	 	1	3	2015,08,09,05,38,10	sphere_data_analysis_2015-08-09_05-38-10.p
100	0.05	0.1	1	1	2	10000	0.005	50	 	1	3	2015,08,09,05,41,19	sphere_data_analysis_2015-08-09_05-41-19.p
100	0.05	0.1	1	1	2	10000	0.005	50	 	2	0	2015,08,09,05,44,29	sphere_data_analysis_2015-08-09_05-44-29.p
100	0.05	0.1	1	1	2	10000	0.005	50	 	2	0	2015,08,09,05,47,38	sphere_data_analysis_2015-08-09_05-47-38.p
100	0.05	0.1	1	1	2	10000	0.005	50	 	2	0	2015,08,09,05,50,47	sphere_data_analysis_2015-08-09_05-50-47.p
100	0.05	0.1	1	1	2	10000	0.005	50	 	2	2.5	2015,08,09,05,53,58	sphere_data_analysis_2015-08-09_05-53-58.p
